Year_Month,Location,Card_type,Trip
2022-06,Honeysuckle Light Rail,School Student,309
2022-06,Honeysuckle Light Rail,Senior/Pensioner,1728
2022-06,Honeysuckle Light Rail,Sgl Trip LR Adult,12
2022-06,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,5
2022-06,Newcastle Beach Light Rail,Adult,1908
2022-06,Newcastle Beach Light Rail,CTP,2524
2022-06,Newcastle Beach Light Rail,Child/Youth,203
2022-06,Newcastle Beach Light Rail,Concession,144
2022-06,Newcastle Beach Light Rail,Day Pass without SAF,1
2022-06,Newcastle Beach Light Rail,Employee,49
2022-06,Newcastle Beach Light Rail,Free Travel,20
2022-06,Newcastle Beach Light Rail,School Student,139
2022-06,Newcastle Beach Light Rail,Senior/Pensioner,1935
2022-06,Newcastle Beach Light Rail,Sgl Trip LR Adult,29
2022-06,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,13
2022-06,Newcastle Interchange Light Rail,Adult,6694
2022-06,Newcastle Interchange Light Rail,CTP,6785
2022-06,Newcastle Interchange Light Rail,Child/Youth,500
2022-06,Newcastle Interchange Light Rail,Concession,1043
2022-06,Newcastle Interchange Light Rail,Day Pass without SAF,1
2022-06,Newcastle Interchange Light Rail,Employee,112
2022-06,Newcastle Interchange Light Rail,Free Travel,76
2022-06,Newcastle Interchange Light Rail,School Student,273
2022-06,Newcastle Interchange Light Rail,Senior/Pensioner,4529
2022-06,Newcastle Interchange Light Rail,Sgl Trip LR Adult,60
2022-06,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,26
2022-06,Queens Wharf Light Rail,Adult,2212
2022-06,Queens Wharf Light Rail,CTP,2566
2022-06,Queens Wharf Light Rail,Child/Youth,221
2022-06,Queens Wharf Light Rail,Concession,320
2022-06,Queens Wharf Light Rail,Day Pass without SAF,1
2022-06,Queens Wharf Light Rail,Employee,39
2022-06,Queens Wharf Light Rail,Free Travel,90
2022-06,Queens Wharf Light Rail,School Student,179
2022-06,Queens Wharf Light Rail,Senior/Pensioner,2493
2022-06,Queens Wharf Light Rail,Sgl Trip LR Adult,11
2022-06,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,4
2022-07,Civic Light Rail,Adult,2838
2022-07,Civic Light Rail,CTP,3573
2022-07,Civic Light Rail,Child/Youth,410
2022-07,Civic Light Rail,Concession,984
2022-07,Civic Light Rail,Day Pass without SAF,1
2022-07,Civic Light Rail,Employee,50
2022-07,Civic Light Rail,Free Travel,37
2022-07,Civic Light Rail,School Student,37
2022-07,Civic Light Rail,Senior/Pensioner,1832
2022-07,Civic Light Rail,Sgl Trip LR Adult,21
2022-07,Civic Light Rail,Sgl Trip LR Child/Youth,22
2022-07,Crown Street Light Rail,Adult,1089
2022-07,Crown Street Light Rail,CTP,1718
2022-07,Crown Street Light Rail,Child/Youth,141
2022-07,Crown Street Light Rail,Concession,120
2022-07,Crown Street Light Rail,Day Pass without SAF,2
2022-07,Crown Street Light Rail,Employee,30
2022-07,Crown Street Light Rail,Free Travel,15
2022-07,Crown Street Light Rail,School Student,7
2022-07,Crown Street Light Rail,Senior/Pensioner,945
2022-07,Crown Street Light Rail,Sgl Trip LR Adult,11
2022-07,Crown Street Light Rail,Sgl Trip LR Child/Youth,5
2022-07,Honeysuckle Light Rail,Adult,1507
2022-07,Honeysuckle Light Rail,CTP,2133
2022-07,Honeysuckle Light Rail,Child/Youth,299
2022-07,Honeysuckle Light Rail,Concession,227
2022-07,Honeysuckle Light Rail,Day Pass without SAF,1
2022-07,Honeysuckle Light Rail,Employee,43
2022-07,Honeysuckle Light Rail,Free Travel,27
2022-07,Honeysuckle Light Rail,School Student,125
2022-07,Honeysuckle Light Rail,Senior/Pensioner,1391
2022-07,Honeysuckle Light Rail,Sgl Trip LR Adult,6
2022-07,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,5
2022-07,Newcastle Beach Light Rail,Adult,2030
2022-07,Newcastle Beach Light Rail,CTP,2514
2022-07,Newcastle Beach Light Rail,Child/Youth,385
2022-07,Newcastle Beach Light Rail,Concession,136
2022-07,Newcastle Beach Light Rail,Day Pass without SAF,2
2022-07,Newcastle Beach Light Rail,Employee,34
2022-07,Newcastle Beach Light Rail,Free Travel,20
2022-07,Newcastle Beach Light Rail,School Student,61
2022-07,Newcastle Beach Light Rail,Senior/Pensioner,1824
2022-07,Newcastle Beach Light Rail,Sgl Trip LR Adult,26
2022-07,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,16
2022-07,Newcastle Interchange Light Rail,Adult,5689
2022-07,Newcastle Interchange Light Rail,CTP,6427
2022-07,Newcastle Interchange Light Rail,Child/Youth,906
2022-07,Newcastle Interchange Light Rail,Concession,1267
2022-07,Newcastle Interchange Light Rail,Day Pass without SAF,2
2022-07,Newcastle Interchange Light Rail,Employee,107
2022-07,Newcastle Interchange Light Rail,Free Travel,55
2022-07,Newcastle Interchange Light Rail,School Student,122
2022-07,Newcastle Interchange Light Rail,Senior/Pensioner,3866
2022-07,Newcastle Interchange Light Rail,Sgl Trip LR Adult,57
2022-07,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,53
2022-07,Queens Wharf Light Rail,Adult,2118
2022-07,Queens Wharf Light Rail,CTP,2562
2022-07,Queens Wharf Light Rail,Child/Youth,494
2022-07,Queens Wharf Light Rail,Concession,272
2022-07,Queens Wharf Light Rail,Employee,40
2022-07,Queens Wharf Light Rail,Free Travel,64
2022-07,Queens Wharf Light Rail,School Student,85
2022-07,Queens Wharf Light Rail,Senior/Pensioner,2367
2022-07,Queens Wharf Light Rail,Sgl Trip LR Adult,17
2022-07,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,22
2022-08,Civic Light Rail,Adult,3182
2022-08,Civic Light Rail,CTP,4229
2022-08,Civic Light Rail,Child/Youth,241
2022-08,Civic Light Rail,Concession,2023
2022-08,Civic Light Rail,Day Pass without SAF,1
2022-08,Civic Light Rail,Employee,59
2022-08,Civic Light Rail,Free Travel,40
2022-08,Civic Light Rail,School Student,60
2022-08,Civic Light Rail,Senior/Pensioner,1899
2022-08,Civic Light Rail,Sgl Trip LR Adult,17
2022-08,Civic Light Rail,Sgl Trip LR Child/Youth,8
2022-08,Crown Street Light Rail,Adult,1266
2022-08,Crown Street Light Rail,CTP,1853
2022-08,Crown Street Light Rail,Child/Youth,103
2022-08,Crown Street Light Rail,Concession,151
2022-08,Crown Street Light Rail,Employee,30
2022-08,Crown Street Light Rail,Free Travel,18
2022-08,Crown Street Light Rail,School Student,21
2022-08,Crown Street Light Rail,Senior/Pensioner,1023
2022-08,Crown Street Light Rail,Sgl Trip LR Adult,13
2022-08,Crown Street Light Rail,Sgl Trip LR Child/Youth,8
2022-08,Honeysuckle Light Rail,Adult,1649
2022-08,Honeysuckle Light Rail,CTP,2292
2022-08,Honeysuckle Light Rail,Child/Youth,215
2022-08,Honeysuckle Light Rail,Concession,442
2022-08,Honeysuckle Light Rail,Day Pass without SAF,1
2022-08,Honeysuckle Light Rail,Employee,46
2022-08,Honeysuckle Light Rail,Free Travel,15
2022-08,Honeysuckle Light Rail,School Student,291
2022-08,Honeysuckle Light Rail,Senior/Pensioner,1578
2022-08,Honeysuckle Light Rail,Sgl Trip LR Adult,14
2022-08,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,2
2022-08,Newcastle Beach Light Rail,Adult,2071
2022-08,Newcastle Beach Light Rail,CTP,2711
2022-08,Newcastle Beach Light Rail,Child/Youth,291
2022-08,Newcastle Beach Light Rail,Concession,217
2022-08,Newcastle Beach Light Rail,Employee,34
2022-08,Newcastle Beach Light Rail,Free Travel,29
2022-08,Newcastle Beach Light Rail,School Student,135
2022-08,Newcastle Beach Light Rail,Senior/Pensioner,2164
2022-08,Newcastle Beach Light Rail,Sgl Trip LR Adult,20
2022-08,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,14
2022-08,Newcastle Interchange Light Rail,Adult,6839
2022-08,Newcastle Interchange Light Rail,CTP,7905
2022-08,Newcastle Interchange Light Rail,Child/Youth,608
2022-08,Newcastle Interchange Light Rail,Concession,2475
2022-08,Newcastle Interchange Light Rail,Day Pass without SAF,1
2022-08,Newcastle Interchange Light Rail,Employee,132
2022-08,Newcastle Interchange Light Rail,Free Travel,76
2022-08,Newcastle Interchange Light Rail,School Student,245
2022-08,Newcastle Interchange Light Rail,Senior/Pensioner,4529
2022-08,Newcastle Interchange Light Rail,Sgl Trip LR Adult,72
2022-08,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,30
2022-08,Queens Wharf Light Rail,Adult,2342
2022-08,Queens Wharf Light Rail,CTP,2864
2022-08,Queens Wharf Light Rail,Child/Youth,292
2022-08,Queens Wharf Light Rail,Concession,469
2022-08,Queens Wharf Light Rail,Day Pass without SAF,5
2022-08,Queens Wharf Light Rail,Employee,53
2022-08,Queens Wharf Light Rail,Free Travel,65
2022-08,Queens Wharf Light Rail,School Student,166
2022-08,Queens Wharf Light Rail,Senior/Pensioner,2803
2022-08,Queens Wharf Light Rail,Sgl Trip LR Adult,18
2022-08,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,5
2022-09,Civic Light Rail,Adult,3389
2022-09,Civic Light Rail,CTP,4201
2022-09,Civic Light Rail,Child/Youth,503
2022-09,Civic Light Rail,Concession,1430
2022-09,Civic Light Rail,Employee,53
2022-09,Civic Light Rail,Free Travel,38
2022-09,Civic Light Rail,School Student,63
2022-09,Civic Light Rail,Senior/Pensioner,2304
2022-09,Civic Light Rail,Sgl Trip LR Adult,15
2022-09,Civic Light Rail,Sgl Trip LR Child/Youth,20
2022-09,Crown Street Light Rail,Adult,1344
2022-09,Crown Street Light Rail,CTP,1942
2022-09,Crown Street Light Rail,Child/Youth,181
2022-09,Crown Street Light Rail,Concession,119
2022-09,Crown Street Light Rail,Employee,50
2022-09,Crown Street Light Rail,Free Travel,25
2022-09,Crown Street Light Rail,School Student,16
2022-09,Crown Street Light Rail,Senior/Pensioner,1137
2022-09,Crown Street Light Rail,Sgl Trip LR Adult,9
2022-09,Crown Street Light Rail,Sgl Trip LR Child/Youth,8
2022-09,Honeysuckle Light Rail,Adult,1719
2022-09,Honeysuckle Light Rail,CTP,2444
2022-09,Honeysuckle Light Rail,Child/Youth,323
2022-09,Honeysuckle Light Rail,Concession,301
2022-09,Honeysuckle Light Rail,Employee,72
2022-09,Honeysuckle Light Rail,Free Travel,16
2022-09,Honeysuckle Light Rail,School Student,197
2022-09,Honeysuckle Light Rail,Senior/Pensioner,1782
2022-09,Honeysuckle Light Rail,Sgl Trip LR Adult,9
2022-09,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,3
2022-09,Newcastle Beach Light Rail,Adult,2177
2022-09,Newcastle Beach Light Rail,CTP,3191
2022-09,Newcastle Beach Light Rail,Child/Youth,490
2022-09,Newcastle Beach Light Rail,Concession,194
2022-09,Newcastle Beach Light Rail,Employee,53
2022-09,Newcastle Beach Light Rail,Free Travel,26
2022-09,Newcastle Beach Light Rail,School Student,90
2022-09,Newcastle Beach Light Rail,Senior/Pensioner,2488
2022-09,Newcastle Beach Light Rail,Sgl Trip LR Adult,32
2022-09,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,24
2022-09,Newcastle Interchange Light Rail,Adult,7052
2022-09,Newcastle Interchange Light Rail,CTP,7952
2022-09,Newcastle Interchange Light Rail,Child/Youth,1099
2022-09,Newcastle Interchange Light Rail,Concession,1747
2022-09,Newcastle Interchange Light Rail,Employee,142
2022-09,Newcastle Interchange Light Rail,Free Travel,94
2022-09,Newcastle Interchange Light Rail,School Student,170
2022-09,Newcastle Interchange Light Rail,Senior/Pensioner,5098
2022-09,Newcastle Interchange Light Rail,Sgl Trip LR Adult,51
2022-09,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,66
2022-09,Queens Wharf Light Rail,Adult,2328
2022-09,Queens Wharf Light Rail,CTP,2900
2022-09,Queens Wharf Light Rail,Child/Youth,548
2022-09,Queens Wharf Light Rail,Concession,376
2022-09,Queens Wharf Light Rail,Employee,46
2022-09,Queens Wharf Light Rail,Free Travel,50
2022-09,Queens Wharf Light Rail,School Student,127
2022-09,Queens Wharf Light Rail,Senior/Pensioner,2832
2022-09,Queens Wharf Light Rail,Sgl Trip LR Adult,23
2022-09,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,14
2022-10,Civic Light Rail,Adult,3570
2022-10,Civic Light Rail,CTP,4572
2022-10,Civic Light Rail,Child/Youth,491
2022-10,Civic Light Rail,Concession,1045
2022-10,Civic Light Rail,Day Pass without SAF,1
2022-10,Civic Light Rail,Employee,48
2022-10,Civic Light Rail,Free Travel,46
2022-10,Civic Light Rail,School Student,50
2022-10,Civic Light Rail,Senior/Pensioner,2597
2022-10,Civic Light Rail,Sgl Trip LR Adult,19
2022-10,Civic Light Rail,Sgl Trip LR Child/Youth,15
2022-10,Crown Street Light Rail,Adult,1481
2022-10,Crown Street Light Rail,CTP,2107
2022-10,Crown Street Light Rail,Child/Youth,164
2022-10,Crown Street Light Rail,Concession,144
2022-10,Crown Street Light Rail,Employee,45
2022-10,Crown Street Light Rail,Free Travel,18
2022-10,Crown Street Light Rail,School Student,14
2022-10,Crown Street Light Rail,Senior/Pensioner,1173
2022-10,Crown Street Light Rail,Sgl Trip LR Adult,8
2022-10,Crown Street Light Rail,Sgl Trip LR Child/Youth,10
2022-10,Honeysuckle Light Rail,Adult,1755
2022-10,Honeysuckle Light Rail,CTP,2490
2022-10,Honeysuckle Light Rail,Child/Youth,306
2022-10,Honeysuckle Light Rail,Concession,260
2022-10,Honeysuckle Light Rail,Day Pass without SAF,1
2022-10,Honeysuckle Light Rail,Employee,75
2022-10,Honeysuckle Light Rail,Free Travel,21
2022-10,Honeysuckle Light Rail,School Student,132
2022-10,Honeysuckle Light Rail,Senior/Pensioner,1676
2022-10,Honeysuckle Light Rail,Sgl Trip LR Adult,13
2022-10,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,9
2022-10,Newcastle Beach Light Rail,Adult,2564
2022-10,Newcastle Beach Light Rail,CTP,3836
2022-10,Newcastle Beach Light Rail,Child/Youth,576
2022-10,Newcastle Beach Light Rail,Concession,192
2022-10,Newcastle Beach Light Rail,Day Pass without SAF,1
2022-10,Newcastle Beach Light Rail,Employee,54
2022-10,Newcastle Beach Light Rail,Free Travel,29
2022-10,Newcastle Beach Light Rail,School Student,79
2022-10,Newcastle Beach Light Rail,Senior/Pensioner,2636
2022-10,Newcastle Beach Light Rail,Sgl Trip LR Adult,40
2022-10,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,29
2022-10,Newcastle Interchange Light Rail,Adult,7344
2022-10,Newcastle Interchange Light Rail,CTP,9228
2022-10,Newcastle Interchange Light Rail,Child/Youth,1117
2022-10,Newcastle Interchange Light Rail,Concession,1399
2022-10,Newcastle Interchange Light Rail,Employee,155
2022-10,Newcastle Interchange Light Rail,Free Travel,89
2022-10,Newcastle Interchange Light Rail,School Student,167
2022-10,Newcastle Interchange Light Rail,Senior/Pensioner,6016
2022-10,Newcastle Interchange Light Rail,Sgl Trip LR Adult,82
2022-10,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,89
2022-10,Queens Wharf Light Rail,Adult,2547
2022-10,Queens Wharf Light Rail,CTP,3537
2022-10,Queens Wharf Light Rail,Child/Youth,504
2022-10,Queens Wharf Light Rail,Concession,320
2022-10,Queens Wharf Light Rail,Employee,68
2022-10,Queens Wharf Light Rail,Free Travel,46
2022-10,Queens Wharf Light Rail,School Student,88
2022-10,Queens Wharf Light Rail,Senior/Pensioner,3229
2022-10,Queens Wharf Light Rail,Sgl Trip LR Adult,19
2022-10,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,21
2022-11,Civic Light Rail,Adult,3167
2022-11,Civic Light Rail,CTP,4063
2022-11,Civic Light Rail,Child/Youth,233
2022-11,Civic Light Rail,Concession,368
2022-11,Civic Light Rail,Employee,65
2022-11,Civic Light Rail,Free Travel,34
2022-11,Civic Light Rail,School Student,84
2022-11,Civic Light Rail,Senior/Pensioner,2258
2022-11,Civic Light Rail,Sgl Trip LR Adult,20
2022-11,Civic Light Rail,Sgl Trip LR Child/Youth,11
2022-11,Crown Street Light Rail,Adult,1462
2022-11,Crown Street Light Rail,CTP,1932
2022-11,Crown Street Light Rail,Child/Youth,108
2022-11,Crown Street Light Rail,Concession,154
2022-11,Crown Street Light Rail,Day Pass without SAF,1
2022-11,Crown Street Light Rail,Employee,36
2022-11,Crown Street Light Rail,Free Travel,17
2022-11,Crown Street Light Rail,School Student,35
2022-11,Crown Street Light Rail,Senior/Pensioner,1217
2022-11,Crown Street Light Rail,Sgl Trip LR Adult,8
2022-11,Crown Street Light Rail,Sgl Trip LR Child/Youth,5
2022-11,Honeysuckle Light Rail,Adult,1692
2022-11,Honeysuckle Light Rail,CTP,2424
2022-11,Honeysuckle Light Rail,Child/Youth,220
2022-11,Honeysuckle Light Rail,Concession,290
2022-11,Honeysuckle Light Rail,Day Pass without SAF,2
2022-11,Honeysuckle Light Rail,Employee,52
2022-11,Honeysuckle Light Rail,Free Travel,38
2022-11,Honeysuckle Light Rail,School Student,175
2022-11,Honeysuckle Light Rail,Senior/Pensioner,1773
2022-11,Honeysuckle Light Rail,Sgl Trip LR Adult,8
2022-11,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,2
2022-11,Newcastle Beach Light Rail,Adult,2535
2022-11,Newcastle Beach Light Rail,CTP,3559
2022-11,Newcastle Beach Light Rail,Child/Youth,320
2022-11,Newcastle Beach Light Rail,Concession,160
2022-11,Newcastle Beach Light Rail,Day Pass without SAF,1
2022-11,Newcastle Beach Light Rail,Employee,51
2022-11,Newcastle Beach Light Rail,Free Travel,20
2022-11,Newcastle Beach Light Rail,School Student,69
2022-11,Newcastle Beach Light Rail,Senior/Pensioner,2682
2022-11,Newcastle Beach Light Rail,Sgl Trip LR Adult,36
2022-11,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,19
2022-11,Newcastle Interchange Light Rail,Adult,7553
2022-11,Newcastle Interchange Light Rail,CTP,8400
2022-11,Newcastle Interchange Light Rail,Child/Youth,692
2022-11,Newcastle Interchange Light Rail,Concession,780
2022-11,Newcastle Interchange Light Rail,Day Pass without SAF,3
2022-11,Newcastle Interchange Light Rail,Employee,148
2022-11,Newcastle Interchange Light Rail,Free Travel,86
2022-11,Newcastle Interchange Light Rail,School Student,237
2022-11,Newcastle Interchange Light Rail,Senior/Pensioner,5438
2022-11,Newcastle Interchange Light Rail,Sgl Trip LR Adult,85
2022-11,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,22
2022-11,Queens Wharf Light Rail,Adult,2498
2022-11,Queens Wharf Light Rail,CTP,3210
2022-11,Queens Wharf Light Rail,Child/Youth,348
2022-11,Queens Wharf Light Rail,Concession,200
2022-11,Queens Wharf Light Rail,Employee,48
2022-11,Queens Wharf Light Rail,Free Travel,43
2022-11,Queens Wharf Light Rail,School Student,141
2022-11,Queens Wharf Light Rail,Senior/Pensioner,3112
2022-11,Queens Wharf Light Rail,Sgl Trip LR Adult,11
2022-11,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,4
2022-12,Civic Light Rail,Adult,2961
2022-12,Civic Light Rail,CTP,4181
2022-12,Civic Light Rail,Child/Youth,413
2022-12,Civic Light Rail,Concession,255
2022-12,Civic Light Rail,Day Pass without SAF,1
2022-12,Civic Light Rail,Employee,63
2022-12,Civic Light Rail,Free Travel,27
2022-12,Civic Light Rail,School Student,30
2022-12,Civic Light Rail,Senior/Pensioner,2030
2022-12,Civic Light Rail,Sgl Trip LR Adult,17
2022-12,Civic Light Rail,Sgl Trip LR Child/Youth,28
2022-12,Crown Street Light Rail,Adult,1552
2022-12,Crown Street Light Rail,CTP,2263
2022-12,Crown Street Light Rail,Child/Youth,168
2022-12,Crown Street Light Rail,Concession,130
2022-12,Crown Street Light Rail,Day Pass without SAF,1
2022-12,Crown Street Light Rail,Employee,50
2022-12,Crown Street Light Rail,Free Travel,27
2022-12,Crown Street Light Rail,School Student,20
2022-12,Crown Street Light Rail,Senior/Pensioner,1172
2022-12,Crown Street Light Rail,Sgl Trip LR Adult,15
2022-12,Crown Street Light Rail,Sgl Trip LR Child/Youth,11
2022-12,Honeysuckle Light Rail,Adult,1824
2022-12,Honeysuckle Light Rail,CTP,2858
2022-12,Honeysuckle Light Rail,Child/Youth,363
2022-12,Honeysuckle Light Rail,Concession,131
2022-12,Honeysuckle Light Rail,Day Pass without SAF,5
2022-12,Honeysuckle Light Rail,Employee,72
2022-12,Honeysuckle Light Rail,Free Travel,25
2022-12,Honeysuckle Light Rail,School Student,87
2022-12,Honeysuckle Light Rail,Senior/Pensioner,1836
2022-12,Honeysuckle Light Rail,Sgl Trip LR Adult,18
2022-12,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,22
2022-12,Newcastle Beach Light Rail,Adult,2754
2022-12,Newcastle Beach Light Rail,CTP,4135
2022-12,Newcastle Beach Light Rail,Child/Youth,616
2022-12,Newcastle Beach Light Rail,Concession,197
2022-12,Newcastle Beach Light Rail,Employee,58
2022-12,Newcastle Beach Light Rail,Free Travel,31
2022-12,Newcastle Beach Light Rail,School Student,49
